Product Name,Price,Rating,Image URL
"Acer TRAVELMATE P2 11th Gen, INTEL CORE I7 8GB RAM, 256GB SSD, Backlit Keyboard Wins 10","₦ 785,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/6444304/1.jpg?8259
"Hp PAVILION 14 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD 2GB DEDICATED ,BACKLIT KEYBOARD WIN 11","₦ 1,350,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/7259304/1.jpg?1084
Asevi VIVOBOOK PRO 15 INTEL CORE I5 UP TO 4.4GHZ 8GB RAM 512GB SSD NVIDIA 1650 (4GB) WINDOWS 11,"₦ 988,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/5359304/1.jpg?1349
Asevi VIVOBOOK PRO 15 INTEL CORE I5 UP TO 4.4GHZ 8GB RAM 512GB SSD NVIDIA 1650 (4GB) WINDOWS 11+ Bag,"₦ 988,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/5359304/1.jpg?1354
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD NVIDIA RTX 3050 (4GB) WINS 11","₦ 1,270,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3996404/1.jpg?2246
915 Generation 20V 3.25A 65W USB Type C Laptop Mobile Phone Power Adapter,"₦ 24,871",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/1262332/1.jpg?5270
Hp Victus Laptop 15,"₦ 1,950,500",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2274583/1.jpg?8860
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD NVIDIA RTX 3050 (4GB) WINS 11","₦ 1,330,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/3996404/1.jpg?2245
"Hp PAVILION 14 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD 2GB DEDICATED ,BACKLIT KEYBOARD WIN 11","₦ 1,450,000",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/0359304/1.jpg?1286
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Button Sound Version NO5099","₦ 17,443",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/0232693/1.jpg?2199
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,2 NO5123","₦ 17,443",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/4858693/1.jpg?9335
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Silent Button NO5099","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/8382693/1.jpg?2839
"Wireless Gaming Mouse with Quiet Click Optical 2400 DPI for PC Laptop Office New,Red NO5099","₦ 29,665",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/9263693/1.jpg?7331
"Laptop Extension Phone Bracket Laptop Phone Holder Adjustable Laptop Side Mount Clip Slim Portable Foldable New,Blue NO5115","₦ 6,967",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/7134593/1.jpg?0717
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,"₦ 2,039,900",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/9350032/1.jpg?3525
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,2 NO5099","₦ 15,697",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/2812693/1.jpg?9128
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Silent Button NO5111","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/1609693/1.jpg?2868
15.6inch FHD 1080P Laptop Monitor IPS Screen Portable Gaming External Monitor Plug&Play with PU Leather Cover Compatible with Laptop PC Phone Mac Xbox PS5/PS4 Switch,"₦ 327,999",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/0695893/1.jpg?8928
"SA-822 Gaming Headset High Sound Quality Headphones 3.5mm with Microphone for PC Laptop Computer Gaming New,Default NO5245","₦ 64,289",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/2616193/1.jpg?7636
Portable Laptop Cooler Laptop Cooling Base Single Fan Design Low Noise Two USB Ports Support Laptops Below 14 inch,"₦ 33,051",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/3925893/1.jpg?3189
15.6inch FHD 1080P Laptop Monitor IPS Screen Portable Gaming External Monitor Plug&Play with PU Leather Cover Compatible with Laptop PC Phone Mac Xbox PS5/PS4 Switch,"₦ 398,417",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/8853793/1.jpg?7775
15.6inch FHD 1080P Laptop Monitor IPS Screen Portable Gaming External Monitor Plug&Play with PU Leather Cover Compatible with Laptop PC Phone Mac Xbox PS5/PS4 Switch,"₦ 398,417",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/5673793/1.jpg?9861
"2400DPI Optical Adjustable 6 Button Wired Gaming Game Mice Mouse for Laptop PC,Default NO5245","₦ 12,149",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/5226193/1.jpg?9847
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Black NO5119","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/5335493/1.jpg?7961
915 Generation 20V 2.25A 45W TypeC AC Laptop Charger Adapter for Lenovo,"₦ 31,777",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4326493/1.jpg?2185
915 Generation 20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,"₦ 24,645",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/1152332/1.jpg?2942
3.5mm Wired Gaming Headset On-Ear Sports Headphones Ear-hook Music Earphones for Smartphones Tablet Laptop Desktop PC,"₦ 8,615",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/6358793/1.jpg?8707
915 Generation Laptop Built-In Speakers for Lenovo Thinkpad X1 Carbon 5Th,"₦ 22,333",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/4723632/1.jpg?3336
10x Padlock Shims Stainless Steel Unlock Accessories,"₦ 8,084",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/4550304/1.jpg?6814
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,2 NO5098","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/6902693/1.jpg?7466
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Grey NO5122","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/0948693/1.jpg?8634
Portable Laptop Cooler Laptop Cooling Base Single Fan Design Low Noise Two USB Ports Support Laptops Below 14 inch,"₦ 39,823",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/5802793/1.jpg?9391
5 PCS Makeup Empty Eyeliner Liquid Cosmetic Container Set,"₦ 13,064",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/6550304/1.jpg?6831
"SA822 Gaming Headset High Sound Quality Headphones 3.5mm with Microphone for PC Laptop Computer Gaming New,Default NO5234","₦ 69,886",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/9128993/1.jpg?1062
Laptop Tablet Anti-theft Anchor Plate Easy Installation Laptop Lock Plate for Laptop Tablet Electronic Products NO5284,"₦ 13,811",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/0309693/1.jpg?2700
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Blue NO5119","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/4125493/1.jpg?5481
20V 3.25A 65W USB Type C Laptop Mobile Phone Power Adapter,"₦ 25,946",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/2480493/1.jpg?0033
Laptop Tablet Anti-theft Anchor Plate Easy Installation Laptop Lock Plate for Laptop Tablet Electronic Products NO5284,"₦ 13,811",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/9959693/1.jpg?6699
20V 2.25A 45W TypeC AC Laptop Charger Adapter for Lenovo,"₦ 29,360",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8052893/1.jpg?4831
3.5mm Wired Gaming Headset On-Ear Sports Headphones Ear-hook Music Earphones for Smartphones Tablet Laptop Desktop PC,"₦ 8,615",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/9354583/1.jpg?7458
"Wireless Gaming Mouse with Quiet Click Optical 2400 DPI for PC Laptop Office New,Black NO5111","₦ 31,411",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/8475693/1.jpg?3085
20V 2.25A 45W TypeC AC Laptop Charger Adapter for Lenovo,"₦ 31,523",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/0142193/1.jpg?1959
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,Black NO5099","₦ 17,443",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/2163693/1.jpg?7105
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,Black NO5111","₦ 17,443",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3874593/1.jpg?4907
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Silent Button NO5123","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/6451593/1.jpg?0719
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Button Sound Version NO5099","₦ 19,189",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8922693/1.jpg?1405
"Laptop Extension Phone Bracket Laptop Phone Holder Adjustable Laptop Side Mount Clip Slim Portable Foldable New,Pink NO5098","₦ 6,967",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/3630593/1.jpg?6808
3.5mm Wired Gaming Headset On-Ear Sports Headphones Ear-hook Music Earphones for Smartphones Tablet Laptop Desktop PC,"₦ 8,615",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/6859483/1.jpg?5629
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Button Sound Version NO5099","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/8032693/1.jpg?1950
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Button Sound Version NO5099","₦ 19,189",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/9132693/1.jpg?2193
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Silent Button NO5099","₦ 24,427",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/7363693/1.jpg?7420
"USB Wireless Gaming Mouse Built-in Rechargeable Battery for PC Laptop Computer New,Green NO5118","₦ 13,951",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/3834493/1.jpg?9056
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Grey NO5117","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/2205493/1.jpg?5451
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Red NO5117","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/8204693/1.jpg?5335
"USB Wireless Gaming Mouse Built-in Rechargeable Battery for PC Laptop Computer New,Blue NO5117","₦ 15,697",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/8369693/1.jpg?7091
"Wireless Gaming Mouse with Quiet Click Optical 2400 DPI for PC Laptop Office New,Red NO5117","₦ 31,411",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/5495493/1.jpg?7529
"USB Wireless Gaming Mouse Built-in Rechargeable Battery for PC Laptop Computer New,Green NO5117","₦ 15,697",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/1504693/1.jpg?6828
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,3 NO5117","₦ 17,443",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/5193693/1.jpg?9992
915 Generation 20V 3.25A 65W AC Laptop Power Adapter for Lenovo Thinkpad,"₦ 18,510",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/9230332/1.jpg?6994
915 Generation Laptop BuiltIn Speakers For Lenovo Thinkpad X1 Carbon 5Th,"₦ 23,721",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/2234404/1.jpg?5361
"Laptop Extension Phone Bracket Laptop Phone Holder Adjustable Laptop Side Mount Clip Slim Portable Foldable New,Pink NO5098","₦ 9,230",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/9742204/1.jpg?1335
20V 3.25A 65W USB Type C Laptop Mobile Phone Power Adapter,"₦ 59,940",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/8016493/1.jpg?0716
915 Generation 20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,"₦ 30,013",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/4084483/1.jpg?8192
20V 3.25A 65W USB Type C Laptop Mobile Phone Power Adapter,"₦ 26,400",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/0151493/1.jpg?2497
20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,"₦ 26,976",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/1754493/1.jpg?7034
915 Generation 20V 2.25A 45W TypeC AC Laptop Charger Adapter for Lenovo,"₦ 31,777",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/1755493/1.jpg?7113
"USB Wireless Gaming Mouse Built-in Rechargeable Battery for PC Laptop Computer New,Orange NO5098","₦ 15,697",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/7370693/1.jpg?5246
"Universal Wired Optical Gaming Mouse Max 5500DPI Resolution USB Lights Game Mice For Pro Gamer Laptop New,Black NO5098","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/3863693/1.jpg?7915
"V5 Wired LED Backlit 4000DPI Optical USB Ergonomic PC Laptop Gaming Mouse New,Button Sound Version NO5098","₦ 20,935",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/1902693/1.jpg?7416
Portable Laptop Cooler Laptop Cooling Base Single Fan Design Low Noise Two USB Ports Support Laptops Below 14 inch,"₦ 33,051",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/6184483/1.jpg?0472
3.5mm Wired Gaming Headset On-Ear Sports Headphones Ear-hook Music Earphones for Smartphones Tablet Laptop Desktop PC,"₦ 8,615",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/9912893/1.jpg?2103
Table Clock Mute Display Battery Powered,"₦ 7,188",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/8388204/1.jpg?1568
"USB Wireless Gaming Mouse Built-in Rechargeable Battery for PC Laptop Computer New,Orange NO5111","₦ 15,697",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/0975693/1.jpg?5908
"New 2.4GHz USB Wireless Optical Mouse 2000DPI 6 Buttons PC Laptop Computer Gaming Mice,Black NO5115","₦ 8,713",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/3044593/1.jpg?1449
20V 3.25A 65W USB Type C Laptop Mobile Phone Power Adapter,"₦ 29,431",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/6002893/1.jpg?9107
3.5mm Wired Gaming Headset On-Ear Sports Headphones Ear-hook Music Earphones For Smartphones Tablet Laptop Desktop PC,"₦ 11,028",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/7015604/1.jpg?9027
915 Generation 20V 3.25A 65W AC Laptop Power Adapter for Lenovo Thinkpad,"₦ 26,676",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/0191604/1.jpg?2347
915 Generation 20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,"₦ 32,096",N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/1591604/1.jpg?2673
